Loan_ID,Borrower_Name,Loan_Amount,Interest_Rate,Loan_Term,Credit_Score,Employment_Status,Annual_Income,Property_Value,Loan_Purpose,Monthly_Payment,Loan_Status,Down_Payment,Property_Type,Loan_to_Value,Origination_Date,Approval_Date
3780,George Duncan,261527,3.87,20,657,Self-Employed,78334,177256,Home Improvement,2550.27,Pending,47007,Single-Family,79.73,15-05-2022,20-06-2023
3781,Adrian Deleon,473817,3.95,20,667,Unemployed,114645,738391,Refinance,780.85,Pending,32622,Condo,82.1,31-10-2022,25-03-2023
3782,Bradley Santana,449071,3.78,20,643,Self-Employed,64568,588627,Purchase,2797.48,Pending,27027,Condo,89.84,17-11-2022,05-11-2022
3783,Denise Kim,217907,3.37,20,642,Employed,104901,319548,Purchase,1345.1,Approved,26484,Townhouse,94.93,14-06-2022,16-03-2023
3784,Lisa Hammond,356297,4.76,15,714,Unemployed,90387,267013,Home Improvement,896.8,Rejected,46763,Townhouse,75.97,20-06-2023,22-09-2023
3785,Suzanne Sanchez,213705,4.32,15,789,Self-Employed,75302,652720,Purchase,1414.4,Rejected,28604,Townhouse,86.72,13-04-2023,27-08-2023
3786,Brianna Miller,353514,4.72,30,705,Unemployed,33375,130687,Refinance,1698.67,Approved,27643,Townhouse,76.22,05-06-2022,15-10-2023
3787,Christopher Galloway,419312,3.59,20,667,Employed,85301,134812,Refinance,1026.58,Approved,21779,Single-Family,88.25,29-04-2023,07-04-2023
3788,Zachary Silva,223386,4.33,15,697,Employed,85401,214484,Purchase,2502.91,Rejected,29402,Single-Family,86.25,06-11-2021,09-07-2023
3789,Lisa Anderson,380367,3.31,30,734,Employed,75478,248953,Purchase,1350.29,Approved,31674,Single-Family,87.56,18-02-2022,26-05-2023
3790,Keith Lane,413971,3.2,15,786,Self-Employed,71830,788763,Home Improvement,1449.73,Pending,24651,Single-Family,93.24,27-04-2022,08-05-2023
3791,Cameron Sanders,176725,3.57,15,747,Unemployed,73576,454005,Refinance,549.7,Rejected,48355,Condo,80.85,28-10-2023,15-10-2023
3792,Carrie Brooks,308415,4.07,20,683,Self-Employed,91371,175497,Purchase,1615.9,Approved,21321,Condo,92.09,09-09-2023,25-10-2023
3793,Lisa Wolf,299565,4.24,30,731,Self-Employed,100319,126444,Home Improvement,2148.18,Rejected,25754,Single-Family,70.76,20-09-2022,27-09-2023
3794,Bradley Diaz,457836,4.75,20,685,Unemployed,32764,674448,Refinance,2213.41,Rejected,49528,Townhouse,93.14,15-05-2023,22-07-2023
3795,Brittany Lang,358920,4.63,15,634,Unemployed,102678,374675,Purchase,2532.91,Approved,30277,Condo,94.61,30-03-2022,04-01-2023
3796,Michael Cruz,213239,4.9,20,781,Unemployed,43158,791472,Purchase,837.99,Pending,40156,Townhouse,92.12,06-10-2023,07-09-2023
3797,Bradley Matthews,465628,3.88,15,612,Employed,87326,796245,Home Improvement,838.97,Approved,10234,Condo,71.78,03-10-2022,13-03-2023
3798,John Bauer,430684,3.34,20,666,Self-Employed,62206,360651,Purchase,2686.84,Approved,45672,Single-Family,70.1,10-02-2022,25-07-2023
3799,Brenda Gordon,315670,3.74,30,723,Unemployed,45329,306179,Home Improvement,1153.51,Rejected,45453,Single-Family,75.89,26-03-2022,02-05-2023
3800,Heather Sanders,464670,4.57,20,712,Self-Employed,64689,699511,Home Improvement,1594.39,Approved,27960,Townhouse,89.95,27-07-2023,30-09-2023
3801,Jason Lambert,240278,3.51,30,611,Unemployed,54860,326074,Home Improvement,2169.41,Approved,32283,Single-Family,73.96,01-04-2022,04-02-2023
3802,Michael Anderson,308518,3.43,30,706,Employed,109963,427995,Home Improvement,2214.2,Approved,34324,Condo,76.18,19-12-2021,05-08-2023
3803,Laura Thompson,344472,4.2,30,622,Unemployed,78914,398474,Purchase,2986.91,Rejected,27821,Single-Family,83.85,31-07-2022,30-04-2023
3804,Jessica Garcia,348774,4.7,20,740,Employed,110115,637774,Home Improvement,1317.84,Rejected,14087,Single-Family,87.63,01-11-2022,02-01-2023
3805,Peter Carter,240475,3.69,30,728,Self-Employed,34145,245268,Purchase,2519.61,Rejected,17093,Condo,84.87,09-04-2022,23-07-2023
3806,Mr. Austin Arellano,498144,3.21,15,687,Unemployed,87087,407296,Refinance,2643.83,Rejected,32674,Townhouse,79.48,03-10-2022,19-04-2023
3807,Lisa Armstrong,276003,3.74,15,608,Self-Employed,119807,460328,Refinance,937.06,Rejected,34244,Single-Family,81.14,20-01-2022,22-04-2023
3808,Jesus Hunt,141024,4.28,20,604,Unemployed,33131,482514,Refinance,517.76,Approved,49692,Townhouse,89.16,22-02-2022,25-07-2023
3809,Angela Wilson,461275,4.79,15,756,Self-Employed,113765,725188,Refinance,1910.92,Approved,24014,Condo,77.17,30-11-2021,28-01-2023
3810,Elizabeth Mullins,354711,4.69,20,644,Employed,51188,156547,Home Improvement,1121.39,Approved,48117,Townhouse,92.69,27-07-2023,10-03-2023
3811,Renee Reynolds,238891,3.34,15,650,Unemployed,37437,669488,Refinance,1244.42,Rejected,25371,Single-Family,81.28,16-08-2022,12-08-2023
3812,Adrienne Rich,110982,3.78,30,736,Employed,32929,316576,Refinance,2776.29,Approved,24222,Single-Family,72.96,09-08-2023,03-08-2023
3813,Jonathan Valdez,220644,4.67,20,650,Self-Employed,32536,734884,Purchase,2605.49,Approved,27507,Single-Family,84.91,21-01-2023,11-06-2023
3814,Zachary Ibarra,405378,4.76,15,690,Unemployed,86834,706934,Home Improvement,1165.46,Rejected,45604,Condo,94.95,27-12-2021,19-06-2023
3815,Stephanie Rodriguez,375007,3.27,20,659,Self-Employed,35358,384860,Refinance,687.72,Approved,34952,Townhouse,91.03,20-04-2022,16-07-2023
3816,Patricia Davis,161411,3.64,20,752,Employed,97109,188191,Purchase,1729.73,Rejected,35057,Condo,92.4,14-09-2022,08-08-2023
3817,James Patel,126216,4.85,15,602,Self-Employed,118466,541335,Refinance,2922.36,Pending,38395,Condo,76.7,18-11-2021,11-02-2023
3818,Andrea White,209810,3.16,30,672,Employed,102368,426832,Refinance,971.14,Approved,27671,Townhouse,82.93,10-05-2023,05-02-2023
3819,Kristina Watson,484748,4.53,30,641,Employed,30287,208896,Purchase,1544.23,Approved,10306,Townhouse,88.47,21-07-2022,22-08-2023
3820,Mary Johnson,450228,3.22,20,782,Self-Employed,49814,355081,Refinance,2006.17,Rejected,43025,Single-Family,86.38,04-10-2023,24-06-2023
3821,David Rocha,417981,4.16,30,785,Employed,41656,415237,Purchase,2529.11,Rejected,42133,Townhouse,80.83,17-01-2022,01-05-2023
3822,Melissa Hunt,151528,3.82,20,674,Unemployed,67534,591725,Purchase,2280.86,Rejected,10703,Townhouse,83.69,24-09-2023,04-09-2023
3823,Julia Sparks,324544,4.42,15,656,Employed,48060,689231,Purchase,2043.87,Rejected,32860,Single-Family,83.8,12-06-2023,05-03-2023
3824,Sara Gallegos,455926,4.34,20,709,Unemployed,64203,137304,Purchase,2273.95,Pending,16834,Townhouse,94.12,01-11-2021,01-05-2023
3825,Francisco Rhodes,466492,4.2,20,707,Employed,118250,674276,Refinance,632.13,Pending,43136,Townhouse,86.9,20-11-2021,21-06-2023
3826,Melissa Perry,105670,3.61,20,749,Self-Employed,64602,285817,Purchase,2281.39,Approved,21781,Single-Family,81.1,13-03-2022,21-02-2023
3827,Joshua Brown,234110,3.93,20,650,Unemployed,69022,123991,Purchase,2122.99,Pending,16439,Single-Family,71.73,20-05-2023,21-05-2023
3828,Michael Melton,303948,3.66,20,700,Self-Employed,58948,388561,Purchase,900.54,Pending,24104,Single-Family,70.61,05-03-2023,11-03-2023
3829,Kevin Bartlett,215472,4.16,30,637,Employed,49199,309492,Home Improvement,1707.92,Pending,44713,Single-Family,81.89,11-02-2023,17-03-2023
3830,Patrick Sheppard,113247,4.37,20,711,Employed,99281,491182,Home Improvement,2640.41,Approved,22027,Townhouse,94.73,12-02-2022,23-07-2023
3831,Lauren Johnson,277028,3.72,30,720,Self-Employed,83260,283832,Home Improvement,2877.92,Pending,34054,Condo,81.32,17-12-2022,27-10-2023
3832,Lauren Williamson,354316,3.01,20,692,Unemployed,65218,540543,Home Improvement,2620.29,Rejected,39822,Condo,85.91,04-01-2022,24-01-2023
3833,Robert Bryant,402451,4.91,15,781,Employed,78055,640496,Purchase,2246.78,Pending,10111,Condo,94.65,27-11-2022,21-05-2023
3834,Anthony Taylor,196521,3.04,30,722,Self-Employed,72577,325344,Refinance,2597.86,Pending,34864,Condo,82.92,29-09-2022,23-12-2022
3835,Brandon Fletcher,428022,3.97,15,765,Unemployed,72905,179054,Refinance,2022.67,Pending,28352,Single-Family,80.75,03-07-2022,07-12-2022
3836,Donald Khan,182125,3.85,20,657,Employed,61001,309074,Home Improvement,1257.46,Approved,18468,Condo,79.18,30-06-2022,27-02-2023
3837,Roger Garcia,272023,4.83,30,720,Employed,111856,476053,Home Improvement,1233.77,Rejected,41435,Townhouse,75.67,03-09-2023,02-06-2023
3838,Rhonda Manning,426867,3.09,30,658,Unemployed,94720,107748,Home Improvement,1699.65,Pending,26972,Townhouse,80.79,23-07-2023,04-07-2023
3839,Alexander Vincent,312044,4.23,30,750,Self-Employed,56457,136941,Refinance,1834.52,Pending,18128,Single-Family,76.96,16-04-2023,06-11-2022
3840,Shane Johnson,207181,3.03,30,620,Employed,76000,638225,Refinance,1178.26,Pending,44386,Townhouse,84.25,02-12-2021,30-04-2023
3841,Katie Meyer,383597,4.99,15,754,Unemployed,98661,735602,Purchase,2260.71,Approved,30701,Single-Family,80.03,06-03-2023,29-10-2023
3842,Ashley White,411726,4.51,15,765,Employed,83031,731083,Refinance,719.33,Rejected,19758,Single-Family,70.82,16-08-2023,29-11-2022
3843,Nicholas Trujillo,406126,3.96,20,728,Self-Employed,32778,183711,Home Improvement,739.36,Rejected,30890,Townhouse,80.93,26-10-2022,31-08-2023
3844,Sheila Anderson,386265,3.79,20,685,Employed,73068,753988,Purchase,2942.28,Pending,15231,Condo,77.17,16-10-2023,16-04-2023
3845,Antonio Martin,423036,4.2,20,726,Employed,33805,794945,Purchase,1112.42,Rejected,30620,Townhouse,72.17,31-05-2023,22-12-2022
3846,Samantha Bennett,384394,4.04,20,717,Employed,52473,538069,Home Improvement,2315.05,Rejected,31588,Townhouse,91.73,22-09-2022,06-06-2023
3847,Mary Franco,424929,3.84,30,719,Unemployed,41728,370019,Purchase,1672.52,Approved,40631,Single-Family,70.8,26-10-2022,19-10-2023
3848,Jonathan Moore,350944,4.76,20,735,Unemployed,107139,472306,Purchase,2352.93,Pending,34981,Single-Family,77.92,25-08-2023,16-12-2022
3849,Heather Johnson,294623,4.47,15,746,Self-Employed,114039,509444,Purchase,2573.91,Rejected,49914,Single-Family,90.21,22-04-2022,27-12-2022
3850,Peter Allen,228914,4.97,15,672,Unemployed,106015,406132,Home Improvement,1558.77,Approved,18016,Townhouse,83.62,15-12-2022,22-10-2023
3851,Alexis Clayton,309819,4.53,30,708,Self-Employed,111666,339842,Purchase,775.09,Approved,44762,Townhouse,94.57,14-08-2023,26-07-2023
3852,Courtney Wilson,372595,4.93,30,619,Unemployed,53964,485554,Purchase,545.61,Pending,26715,Condo,85.6,02-04-2023,16-03-2023
3853,Tiffany Thomas,464998,3.85,30,742,Self-Employed,78525,507612,Home Improvement,1868.23,Approved,25501,Townhouse,76.03,31-10-2022,30-01-2023
3854,Erica Black,489131,3.71,15,651,Unemployed,75404,716618,Refinance,1825.38,Rejected,43503,Single-Family,80.4,11-12-2021,02-08-2023
3855,Monica Walsh,206485,3.76,20,606,Self-Employed,88068,427687,Refinance,2440.64,Pending,35799,Townhouse,78.04,20-01-2023,17-07-2023
3856,Jerry Miller,399995,3.24,30,633,Unemployed,101780,375636,Refinance,1290.86,Pending,36552,Single-Family,86.72,29-01-2023,17-03-2023
3857,Anna Morris,175389,3.22,15,669,Unemployed,66734,231400,Home Improvement,927.14,Pending,43508,Condo,83.34,22-12-2022,18-08-2023
3858,Robert Ochoa,208250,4.14,15,675,Unemployed,79947,576801,Refinance,1185.29,Approved,32320,Single-Family,87.35,15-01-2022,31-08-2023
3859,Aaron Fox,229207,3.6,15,636,Unemployed,58457,157994,Purchase,829.42,Approved,36709,Townhouse,78.53,09-08-2022,05-01-2023
3860,Anthony Young,427795,3.04,30,786,Unemployed,102935,212656,Refinance,2801.9,Approved,45227,Single-Family,92.66,09-04-2023,07-05-2023
3861,Bonnie Roberts,308908,3.54,15,685,Self-Employed,100104,705638,Purchase,1853.52,Pending,43339,Townhouse,91.68,22-10-2022,16-11-2022
3862,Bonnie Pennington MD,246588,4.14,15,752,Self-Employed,81976,385396,Refinance,1135.55,Pending,37737,Townhouse,74.48,11-09-2023,29-12-2022
3863,David Harrison,360066,3.32,30,661,Unemployed,99943,795154,Home Improvement,2447.87,Approved,28466,Townhouse,92.02,25-03-2023,06-01-2023
3864,Jacqueline Bird,266932,3.49,15,793,Self-Employed,98159,581065,Refinance,1758.07,Rejected,40689,Single-Family,81.59,17-02-2023,10-10-2023
3865,Sheryl Hayes,244325,3.8,30,682,Unemployed,50997,653073,Home Improvement,2956.44,Approved,38231,Single-Family,81.79,27-10-2022,09-02-2023
3866,Kimberly Gilmore,467287,4.33,15,642,Employed,56287,232633,Refinance,2283.3,Pending,40300,Condo,83.52,20-03-2022,25-04-2023
3867,Michael Clarke,430410,3.16,15,768,Employed,34205,487410,Home Improvement,2776.36,Pending,38283,Single-Family,79.26,23-12-2022,23-03-2023
3868,Kendra Wilcox,220693,4.59,15,710,Employed,105535,507035,Refinance,1119.35,Approved,34632,Single-Family,72.14,09-07-2022,28-03-2023
3869,Catherine Johnson,438145,3.51,30,697,Unemployed,80835,485265,Home Improvement,1331.65,Approved,42511,Single-Family,94.76,04-06-2023,17-09-2023
3870,Ashley Hall,149311,3.42,15,600,Unemployed,58197,210541,Refinance,1383.8,Rejected,36506,Townhouse,72.77,01-04-2023,23-03-2023
3871,Kimberly Shepherd,314780,3.65,30,756,Unemployed,32429,219489,Home Improvement,1887.19,Pending,39803,Condo,81.98,27-03-2022,26-12-2022
3872,Robert Perry,447217,4,30,617,Self-Employed,87415,122235,Home Improvement,683.13,Approved,23563,Condo,77.4,24-08-2022,22-04-2023
3873,Tami Myers,123993,4.5,20,762,Self-Employed,53521,480081,Home Improvement,959.82,Rejected,47751,Townhouse,86.98,10-10-2022,13-04-2023
3874,Christopher Walsh,376985,4.21,15,702,Employed,96134,259560,Refinance,1078.82,Pending,33251,Single-Family,82.52,29-03-2022,26-07-2023
3875,Jamie Moreno,117488,3.3,20,615,Self-Employed,81415,769238,Refinance,1263.2,Rejected,13745,Single-Family,79.94,03-10-2023,28-01-2023
3876,Heather Conley,236924,3.93,30,611,Self-Employed,66033,419527,Refinance,550.61,Pending,48496,Single-Family,88.06,27-01-2023,22-02-2023
3877,Sean Johnson,373372,3.64,20,614,Self-Employed,36277,304011,Purchase,1878.44,Approved,10139,Single-Family,77.39,08-11-2022,07-03-2023
3878,Kenneth Benson,348463,3.05,20,772,Employed,93961,755086,Purchase,959.61,Rejected,28613,Townhouse,70.74,10-07-2023,03-12-2022
3879,Jacob Johnson,160218,4.7,15,702,Self-Employed,69713,537775,Refinance,1027.46,Rejected,25046,Condo,70.84,25-03-2023,19-08-2023
3880,Sonya Le,274761,3.28,30,774,Unemployed,93560,786977,Refinance,1682.03,Approved,26577,Single-Family,89.72,17-10-2022,01-04-2023
3881,Luke Stewart,490370,4.54,30,712,Unemployed,42015,491578,Refinance,2287.19,Pending,42614,Condo,94.2,18-12-2022,17-02-2023
3882,Shawn Smith,146965,3.82,20,750,Employed,92643,291432,Refinance,1702.49,Approved,41211,Single-Family,88.75,31-12-2021,17-06-2023
3883,Jeffrey Thomas,473491,4.33,20,629,Self-Employed,39105,209997,Home Improvement,2091.19,Approved,30582,Condo,89.45,06-05-2022,01-01-2023
3884,Cynthia Brown,232779,4.19,30,732,Unemployed,37173,281101,Purchase,1550.24,Pending,34948,Townhouse,73.46,17-10-2022,13-01-2023
3885,Thomas Robinson,318719,4.08,15,653,Self-Employed,103603,677194,Home Improvement,2724.63,Rejected,43458,Single-Family,78.89,06-10-2022,04-10-2023
3886,James Hammond,271497,3.27,30,641,Employed,58969,786247,Home Improvement,2266.69,Rejected,49039,Townhouse,79.61,12-05-2022,29-11-2022
3887,Thomas Brown,426763,4.37,15,726,Self-Employed,90696,228468,Purchase,543.49,Rejected,27295,Condo,83.1,14-06-2023,18-01-2023
3888,David Elliott,317456,3.86,15,622,Self-Employed,117479,215880,Purchase,926.83,Pending,33297,Townhouse,92.72,23-11-2021,09-06-2023
3889,Adrian Lopez,176168,4.67,30,797,Unemployed,114593,732561,Home Improvement,1785.67,Rejected,11904,Condo,86.57,26-10-2022,05-09-2023
3890,Trevor Riley,430565,4.94,20,614,Employed,59617,138286,Home Improvement,1666.13,Pending,43506,Townhouse,88.34,01-03-2022,21-10-2023
3891,Joseph Wilson,394528,3.23,30,763,Unemployed,43852,306756,Refinance,696.76,Rejected,35455,Condo,73.6,07-01-2023,19-01-2023
3892,Jillian Hamilton,108320,3.44,15,697,Unemployed,30184,261220,Refinance,2865.92,Approved,17848,Single-Family,74.26,02-04-2022,18-02-2023
3893,Nathaniel Rios,347056,3.96,30,609,Unemployed,41620,774686,Home Improvement,1497.36,Approved,30992,Single-Family,76.47,27-03-2023,02-04-2023
3894,Joseph Berg,256965,3.94,15,691,Self-Employed,60881,755905,Refinance,1904.14,Pending,43254,Condo,83.5,28-12-2022,29-01-2023
3895,Patricia Roberts,230135,4.3,20,638,Unemployed,31946,704006,Home Improvement,2698.33,Pending,10677,Condo,90.96,11-02-2022,01-02-2023
3896,Kimberly Brown,334730,3.22,15,784,Unemployed,109742,728669,Refinance,850.32,Approved,40254,Single-Family,78.24,23-09-2022,09-09-2023
3897,Kristen Cummings,176817,4.15,30,778,Self-Employed,73780,681125,Refinance,1294.99,Rejected,27790,Condo,82.31,06-02-2023,02-08-2023
3898,Christine Robinson,224569,3.64,20,731,Employed,39864,644633,Refinance,2930.34,Rejected,21974,Condo,81.77,11-09-2022,23-07-2023
3899,Patricia Jacobs,392361,4.28,30,786,Unemployed,102840,213232,Purchase,2756.81,Rejected,34084,Townhouse,86.58,31-07-2023,11-07-2023
3900,Edwin Fuller,144137,4.35,20,655,Self-Employed,36945,540792,Purchase,752.42,Pending,20887,Condo,79.37,13-05-2023,04-12-2022
3901,Brandy Maldonado,427067,3.13,20,673,Self-Employed,70181,745742,Refinance,1264.02,Pending,44948,Condo,89.64,07-04-2022,21-05-2023
3902,Isabella Davis,341362,3.33,30,652,Self-Employed,104787,399976,Home Improvement,1381.56,Pending,12747,Single-Family,75.39,25-10-2022,15-06-2023
3903,Taylor Bartlett,151252,4.57,15,632,Unemployed,44958,677770,Purchase,2619.25,Approved,15828,Townhouse,88.26,28-08-2023,11-03-2023
3904,Beth Wallace,390885,4.05,15,635,Employed,54681,607185,Home Improvement,802.35,Rejected,12052,Condo,86.24,30-01-2022,25-06-2023
3905,Susan Mendez,475527,3.47,20,630,Employed,97144,234490,Refinance,1918.31,Pending,36872,Condo,75.18,26-02-2023,19-10-2023
3906,Justin Ramirez,181207,4.48,15,712,Self-Employed,109616,750540,Purchase,1839.52,Rejected,14299,Condo,81.82,04-08-2022,19-07-2023
3907,David Hall,277341,3.99,15,671,Employed,69902,438737,Refinance,2532.36,Pending,32267,Condo,82.56,22-02-2022,26-03-2023
3908,Nicole Lester,183379,3.05,15,774,Self-Employed,104412,241055,Home Improvement,2076.34,Approved,25558,Townhouse,85.78,25-05-2023,24-03-2023
3909,Stacey Robinson,355713,4.19,20,796,Self-Employed,80072,357550,Home Improvement,556.94,Pending,11187,Single-Family,77.52,19-09-2022,12-07-2023
3910,Donald Glass,119351,4.6,20,626,Employed,81245,744796,Home Improvement,1308.74,Approved,30917,Condo,91.15,11-08-2022,12-01-2023
3911,Mark Dunn,283405,3.26,20,674,Unemployed,36882,553035,Home Improvement,2953.41,Pending,37747,Single-Family,74.06,09-05-2022,15-05-2023
3912,Crystal Warren,162644,3.85,30,647,Employed,116210,531627,Refinance,568.1,Rejected,47374,Condo,74.5,01-03-2022,05-03-2023
3913,Cynthia Kim,431271,3.05,20,687,Employed,74427,444077,Refinance,2957.06,Rejected,40349,Townhouse,87.39,29-01-2022,28-09-2023
3914,Leslie Smith,348616,4.74,30,674,Employed,41424,227423,Home Improvement,1378.62,Approved,44555,Single-Family,85.26,16-11-2022,11-03-2023
3915,Jessica Floyd,164456,3.82,30,636,Unemployed,45695,611413,Home Improvement,2294.61,Pending,39887,Condo,87.08,12-05-2023,25-04-2023
3916,Jennifer Alvarado,155943,4.8,15,784,Unemployed,118311,302861,Refinance,903.03,Approved,34518,Single-Family,74.5,01-04-2022,09-05-2023
3917,James Tran,386171,4.63,30,706,Unemployed,109239,341810,Refinance,1115.48,Pending,37679,Single-Family,84.37,03-01-2023,19-03-2023
3918,Kelly Mcmahon,388796,3.15,15,760,Self-Employed,75783,483696,Home Improvement,1045,Pending,33284,Condo,84.81,06-05-2023,01-03-2023
3919,Jessica Kelly,412355,3.92,20,767,Unemployed,119803,402970,Purchase,883.57,Pending,44580,Single-Family,79.13,08-10-2022,27-08-2023
3920,Ryan Wagner,179520,3.68,15,754,Self-Employed,74564,165817,Home Improvement,2809.1,Pending,21789,Condo,84.91,28-03-2022,30-10-2022
3921,Patricia Grant,369158,3.7,15,748,Self-Employed,44544,793173,Refinance,1944.66,Rejected,34716,Single-Family,86.5,13-11-2022,08-01-2023
3922,Melanie Brown,208624,4.79,15,751,Employed,118709,474888,Refinance,2413.59,Rejected,14557,Condo,94.78,29-03-2023,15-01-2023
3923,Nicholas Alexander,253472,3.42,20,791,Unemployed,117265,121816,Refinance,610.8,Pending,40958,Condo,93.37,10-05-2023,15-06-2023
3924,Nancy Wade,281886,4.41,20,661,Employed,88797,539533,Purchase,2937.19,Approved,42512,Single-Family,73.64,24-09-2023,27-12-2022
3925,Hannah King,260173,4.33,30,780,Unemployed,35296,693431,Refinance,2637.61,Approved,25765,Condo,84.33,24-12-2022,16-03-2023
3926,Joshua Munoz,328611,3.94,30,697,Unemployed,75174,764899,Refinance,953.28,Approved,19752,Condo,81.02,08-01-2022,11-04-2023
